iIndex,lAlignments,lEquations,lSolutions,sQuestion
310,"[29, 41, 91]",['X=((11.0+45.0)/7.0)'],[8.0], The schools debate team had 11 boys and 45 girls on it. If they were split into groups of 7 how many groups could they make? 
311,"[67, 101, 12]",['X=((9.0+7.0)/4.0)'],[4.0], A group of 4 friends went into a restaurant. The chef already had 9 chicken wings cooked but cooked 7 more for the group. If they each got the same amount how many would each person get? 
313,"[19, 42, 65]",['X=((9.0+12.0)/3.0)'],[7.0]," A pet shelter had 9 puppies when another 12 were brought in. If 3 puppies a day are adopted, how long would it take for all of them to be adopted? "
314,"[126, 154, 86]",['X=((10.0+2.0)/4.0)'],[3.0]," Roger was helping the cafeteria workers pick up lunch trays, but he could only carry 4 trays at a time. If he had to pick up 10 trays from one table and 2 trays from another, how many trips will he make? "
315,"[17, 84, 136]",['X=((4.0+10.0)/7.0)'],[2.0], A toy store had 4 giant stuffed bears in stock when they got another shipment with 10 bears in it. The put the bears onto shelves with 7 on each shelf. How many shelves did they use? 
317,"[96, 110, 45]",['X=((39.0+33.0)/8.0)'],[9.0], Wendy's old washing machine could only wash 8 pieces of clothing at a time. If she had to wash 39 shirts and 33 sweaters how many loads would she have to do? 
318,"[96, 111, 73]",['X=((2.0+6.0)/4.0)'],[2.0]," Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? "
322,"[133, 167, 70]",['X=((5.0+13.0)/3.0)'],[6.0]," Gwen and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Gwen recycled 5 pounds and her friends recycled 13 pounds, how many points did they earn? "
324,"[30, 68, 116]",['X=((11.0+5.0)/8.0)'],[2.0]," For Halloween Megan received 11 pieces of candy from neighbors and 5 pieces from her older sister. If she only ate 8 pieces a day, how long would the candy last her? "
325,"[76, 106, 42]",['X=((33.0+2.0)/5.0)'],[7.0]," Maria was making baggies of cookies with 5 cookies in each bag. If she had 33 chocolate chip cookies and 2 oatmeal cookies, how many baggies could she make? "
326,"[34, 52, 112]",['X=((4.0+6.0)/5.0)'],[2.0]," There school's baseball team had 4 new players and 6 returning players. If the coach put them into groups with 5 players in each group, how many groups would there be? "
327,"[19, 42, 65]",['X=((5.0+35.0)/8.0)'],[5.0]," A pet shelter had 5 puppies when another 35 were brought in. If 8 puppies a day are adopted, how long would it take for all of them to be adopted? "
328,"[96, 112, 73]",['X=((12.0+3.0)/5.0)'],[3.0]," Nancy's class is going on a field trip to the zoo. If each van can hold 5 people and there are 12 students and 3 adults going, how many vans will they need? "
329,"[125, 153, 85]",['X=((17.0+55.0)/9.0)'],[8.0]," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 17 trays from one table and 55 trays from another, how many trips will he make? "
330,"[36, 57, 102]",['X=((10.0+22.0)/4.0)'],[8.0]," For a birthday party George bought 10 regular sodas and 22 diet sodas. If his fridge would only hold 4 on each shelf, how many shelves would he fill up? "
331,"[29, 41, 90]",['X=((28.0+4.0)/4.0)'],[8.0], The schools debate team had 28 boys and 4 girls on it. If they were split into groups of 4 how many groups could they make? 
332,"[76, 105, 42]",['X=((5.0+19.0)/8.0)'],[3.0]," Maria was making baggies of cookies with 8 cookies in each bag. If she had 5 chocolate chip cookies and 19 oatmeal cookies, how many baggies could she make? "
333,"[30, 68, 117]",['X=((66.0+15.0)/9.0)'],[9.0]," For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? "
334,"[126, 154, 86]",['X=((29.0+52.0)/9.0)'],[9.0]," Henry was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 29 trays from one table and 52 trays from another, how many trips will he make? "
336,"[17, 84, 135]",['X=((5.0+7.0)/6.0)'],[2.0], A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? 
339,"[73, 96, 112]",['X=((5.0+25.0)/5.0)'],[6.0]," Megan's class is going on a field trip to the zoo. If each van can hold 5 people and there are 25 students and 5 adults going, how many vans will they need? "
341,"[12, 67, 101]",['X=((3.0+6.0)/3.0)'],[3.0], A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? 
343,"[17, 84, 136]",['X=((6.0+18.0)/6.0)'],[4.0], A toy store had 6 giant stuffed bears in stock when they got another shipment with 18 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? 
344,"[126, 153, 86]",['X=((9.0+7.0)/8.0)'],[2.0]," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry 8 trays at a time. If he had to pick up 9 trays from one table and 7 trays from another, how many trips will he make? "
346,"[135, 170, 71]",['X=((11.0+16.0)/3.0)'],[9.0]," Haley and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Haley recycled 11 pounds and her friends recycled 16 pounds, how many points did they earn? "
347,"[19, 43, 66]",['X=((17.0+55.0)/8.0)'],[9.0]," A pet shelter had 17 puppies when another 55 were brought in. If 8 puppies a day are adopted, how long would it take for all of them to be adopted? "
348,"[34, 53, 114]",['X=((12.0+44.0)/8.0)'],[7.0]," There school's baseball team had 12 new players and 44 returning players. If the coach put them into groups with 8 players in each group, how many groups would there be? "
351,"[12, 67, 101]",['X=((3.0+6.0)/3.0)'],[3.0], A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? 
353,"[17, 84, 136]",['X=((6.0+18.0)/6.0)'],[4.0], A toy store had 6 giant stuffed bears in stock when they got another shipment with 18 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? 
354,"[126, 153, 86]",['X=((9.0+7.0)/8.0)'],[2.0]," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry 8 trays at a time. If he had to pick up 9 trays from one table and 7 trays from another, how many trips will he make? "
356,"[135, 170, 71]",['X=((11.0+16.0)/3.0)'],[9.0]," Haley and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Haley recycled 11 pounds and her friends recycled 16 pounds, how many points did they earn? "
357,"[19, 43, 66]",['X=((17.0+55.0)/8.0)'],[9.0]," A pet shelter had 17 puppies when another 55 were brought in. If 8 puppies a day are adopted, how long would it take for all of them to be adopted? "
358,"[34, 53, 114]",['X=((12.0+44.0)/8.0)'],[7.0]," There school's baseball team had 12 new players and 44 returning players. If the coach put them into groups with 8 players in each group, how many groups would there be? "
360,"[19, 42, 65]",['X=((8.0+19.0)/3.0)'],[9.0]," A pet shelter had 8 puppies when another 19 were brought in. If 3 puppies a day are adopted, how long would it take for all of them to be adopted? "
363,"[72, 137, 172]",['X=((3.0+24.0)/3.0)'],[9.0]," Bianca and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Bianca recycled 24 pounds and her friends recycled 3 pounds, how many points did they earn? "
364,"[34, 53, 113]",['X=((31.0+4.0)/7.0)'],[5.0]," There school's baseball team had 31 new players and 4 returning players. If the coach put them into groups with 7 players in each group, how many groups would there be? "
367,"[76, 106, 42]",['X=((23.0+25.0)/6.0)'],[8.0]," Robin was making baggies of cookies with 6 cookies in each bag. If she had 23 chocolate chip cookies and 25 oatmeal cookies, how many baggies could she make? "
368,"[29, 40, 90]",['X=((5.0+40.0)/9.0)'],[5.0], The schools debate team had 5 boys and 40 girls on it. If they were split into groups of 9 how many groups could they make? 
369,"[21, 37, 107]",['X=((23.0+7.0)/6.0)'],[5.0], At a company picnic 23 managers and 7 employees decided to start a game of volleyball. If they split into 6 teams how many people would be on each team? 
370,"[34, 54, 99]",['X=((4.0+44.0)/6.0)'],[8.0]," For a birthday party Cody bought 4 regular sodas and 44 diet sodas. If his fridge would only hold 6 on each shelf, how many shelves would he fill up? "
371,"[96, 112, 73]",['X=((22.0+2.0)/8.0)'],[3.0]," Robin's class is going on a field trip to the zoo. If each van can hold 8 people and there are 22 students and 2 adults going, how many vans will they need? "
372,"[84, 124, 151]",['X=((5.0+5.0)/5.0)'],[2.0]," Ned was helping the cafeteria workers pick up lunch trays, but he could only carry 5 trays at a time. If he had to pick up 5 trays from one table and 5 trays from another, how many trips will he make? "
373,"[34, 52, 112]",['X=((2.0+6.0)/4.0)'],[2.0]," There school's baseball team had 2 new players and 6 returning players. If the coach put them into groups with 4 players in each group, how many groups would there be? "
375,"[76, 105, 42]",['X=((2.0+16.0)/3.0)'],[6.0]," Maria was making baggies of cookies with 3 cookies in each bag. If she had 2 chocolate chip cookies and 16 oatmeal cookies, how many baggies could she make? "
376,"[96, 110, 45]",['X=((43.0+2.0)/5.0)'],[9.0], Sarah's old washing machine could only wash 5 pieces of clothing at a time. If she had to wash 43 shirts and 2 sweaters how many loads would she have to do? 
377,"[19, 42, 64]",['X=((3.0+3.0)/3.0)'],[2.0]," A pet shelter had 3 puppies when another 3 were brought in. If 3 puppies a day are adopted, how long would it take for all of them to be adopted? "
379,"[67, 101, 12]",['X=((8.0+10.0)/3.0)'],[6.0], A group of 3 friends went into a restaurant. The chef already had 8 chicken wings cooked but cooked 10 more for the group. If they each got the same amount how many would each person get? 
380,"[96, 110, 45]",['X=((19.0+8.0)/9.0)'],[3.0], Nancy's old washing machine could only wash 9 pieces of clothing at a time. If she had to wash 19 shirts and 8 sweaters how many loads would she have to do? 
384,"[125, 153, 85]",['X=((20.0+16.0)/4.0)'],[9.0]," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry 4 trays at a time. If he had to pick up 20 trays from one table and 16 trays from another, how many trips will he make? "
385,"[139, 174, 73]",['X=((20.0+16.0)/9.0)'],[4.0]," Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? "
386,"[19, 42, 65]",['X=((2.0+34.0)/4.0)'],[9.0]," A pet shelter had 2 puppies when another 34 were brought in. If 4 puppies a day are adopted, how long would it take for all of them to be adopted? "
387,"[21, 36, 107]",['X=((9.0+15.0)/8.0)'],[3.0], At a company picnic 9 managers and 15 employees decided to start a game of volleyball. If they split into 8 teams how many people would be on each team? 
390,"[17, 85, 137]",['X=((17.0+10.0)/9.0)'],[3.0], A toy store had 17 giant stuffed bears in stock when they got another shipment with 10 bears in it. The put the bears onto shelves with 9 on each shelf. How many shelves did they use? 
391,"[131, 166, 69]",['X=((25.0+23.0)/8.0)'],[6.0]," Zoe and her friends were recycling paper for their class. For every 8 pounds they recycled they earned one point. If Zoe recycled 25 pounds and her friends recycled 23 pounds, how many points did they earn? "
393,"[33, 53, 98]",['X=((4.0+52.0)/7.0)'],[8.0]," For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? "
394,"[127, 155, 87]",['X=((23.0+5.0)/7.0)'],[4.0]," Victor was helping the cafeteria workers pick up lunch trays, but he could only carry 7 trays at a time. If he had to pick up 23 trays from one table and 5 trays from another, how many trips will he make? "
397,"[96, 112, 73]",['X=((40.0+14.0)/9.0)'],[6.0]," Debby's class is going on a field trip to the zoo. If each van can hold 9 people and there are 40 students and 14 adults going, how many vans will they need? "
398,"[30, 67, 116]",['X=((5.0+13.0)/9.0)'],[2.0]," For Halloween Emily received 5 pieces of candy from neighbors and 13 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? "
401,"[81, 22, 57]",['X=(5.0*(16.0-7.0))'],[45.0]," A chef needs to cook 16 potatoes. He has already cooked 7. If each potato takes 5 minutes to cook, how long will it take him to cook the rest? "
402,"[90, 12, 49]",['X=(6.0*(14.0-7.0))'],[42.0]," Ned bought 14 boxes of chocolate candy and gave 7 to his little brother. If each box has 6 pieces inside it, how many pieces did Ned still have? "
403,"[96, 12, 56]",['X=(5.0*(11.0-5.0))'],[30.0]," There were 11 friends playing a video game online when 5 players quit. If each player left had 5 lives, how many lives did they have total? "
405,"[119, 19, 54]",['X=(6.0*(5.0-2.0))'],[18.0]," A trivia team had 5 members total, but during a game 2 members didn't show up. If each member that did show up scored 6 points, how many points were scored total? "
407,"[48, 73, 113]",['X=(3.0*(6.0-2.0))'],[12.0]," In a video game, each enemy defeated gives you 3 points. If a level has 6 enemies total and you destroy all but 2 of them, how many points would you earn? "
408,"[14, 69, 97]",['X=(5.0*(11.0-2.0))'],[45.0]," Wendy earned 5 points for each bag of cans she recycled. If she had 11 bags, but didn't recycle 2 of them, how many points would she have earned? "
410,"[92, 14, 51]",['X=(6.0*(14.0-5.0))'],[54.0]," Kaleb bought 14 boxes of chocolate candy and gave 5 to his little brother. If each box has 6 pieces inside it, how many pieces did Kaleb still have? "
411,"[40, 75, 97]",['X=(3.0*(12.0-7.0))'],[15.0]," At a restaurant each adult meal costs $3 and kids eat free. If a group of 12 people came in and 7 were kids, how much would it cost for the group to eat? "
413,"[48, 73, 114]",['X=(9.0*(11.0-3.0))'],[72.0]," In a video game, each enemy defeated gives you 9 points. If a level has 11 enemies total and you destroy all but 3 of them, how many points would you earn? "
414,"[96, 12, 56]",['X=(8.0*(16.0-7.0))'],[72.0]," There were 16 friends playing a video game online when 7 players quit. If each player left had 8 lives, how many lives did they have total? "
417,"[120, 19, 55]",['X=(8.0*(12.0-4.0))'],[64.0]," A trivia team had 12 members total, but during a game 4 members didn't show up. If each member that did show up scored 8 points, how many points were scored total? "
420,"[95, 12, 55]",['X=(5.0*(8.0-5.0))'],[15.0]," There were 8 friends playing a video game online when 5 players quit. If each player left had 5 lives, how many lives did they have total? "
421,"[120, 19, 55]",['X=(3.0*(15.0-6.0))'],[27.0]," A trivia team had 15 members total, but during a game 6 members didn't show up. If each member that did show up scored 3 points, how many points were scored total? "
424,"[90, 13, 49]",['X=(4.0*(7.0-3.0))'],[16.0]," Will bought 7 boxes of chocolate candy and gave 3 to his little brother. If each box has 4 pieces inside it, how many pieces did Will still have? "
425,"[137, 14, 50]",['X=(4.0*(13.0-7.0))'],[24.0]," Mike invited 13 friends to a birthday party, but 7 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 4, how many should he buy? "
426,"[48, 73, 113]",['X=(5.0*(8.0-6.0))'],[10.0]," In a video game, each enemy defeated gives you 5 points. If a level has 8 enemies total and you destroy all but 6 of them, how many points would you earn? "
429,"[81, 22, 57]",['X=(6.0*(12.0-6.0))'],[36.0]," A chef needs to cook 12 potatoes. He has already cooked 6. If each potato takes 6 minutes to cook, how long will it take him to cook the rest? "
432,"[91, 13, 50]",['X=(3.0*(12.0-5.0))'],[21.0]," Dave bought 12 boxes of chocolate candy and gave 5 to his little brother. If each box has 3 pieces inside it, how many pieces did Dave still have? "
437,"[17, 52, 97]",['X=(4.0*(9.0-5.0))'],[16.0]," A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade? "
438,"[136, 14, 49]",['X=(8.0*(9.0-4.0))'],[40.0]," Will invited 9 friends to a birthday party, but 4 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 8, how many should he buy? "
440,"[80, 22, 56]",['X=(3.0*(9.0-7.0))'],[6.0]," A chef needs to cook 9 potatoes. He has already cooked 7. If each potato takes 3 minutes to cook, how long will it take him to cook the rest? "
444,"[91, 13, 50]",['X=(6.0*(13.0-7.0))'],[36.0]," Adam bought 13 boxes of chocolate candy and gave 7 to his little brother. If each box has 6 pieces inside it, how many pieces did Adam still have? "
445,"[40, 75, 97]",['X=(7.0*(13.0-9.0))'],[28.0]," At a restaurant each adult meal costs $7 and kids eat free. If a group of 13 people came in and 9 were kids, how much would it cost for the group to eat? "
446,"[119, 19, 54]",['X=(4.0*(7.0-2.0))'],[20.0]," A trivia team had 7 members total, but during a game 2 members didn't show up. If each member that did show up scored 4 points, how many points were scored total? "
451,"[15, 70, 98]",['X=(5.0*(17.0-8.0))'],[45.0]," Bianca earned 5 points for each bag of cans she recycled. If she had 17 bags, but didn't recycle 8 of them, how many points would she have earned? "
452,"[81, 22, 57]",['X=(8.0*(15.0-6.0))'],[72.0]," A chef needs to cook 15 potatoes. He has already cooked 6. If each potato takes 8 minutes to cook, how long will it take him to cook the rest? "
455,"[96, 12, 56]",['X=(8.0*(10.0-7.0))'],[24.0]," There were 10 friends playing a video game online when 7 players quit. If each player left had 8 lives, how many lives did they have total? "
456,"[48, 73, 113]",['X=(8.0*(7.0-2.0))'],[40.0]," In a video game, each enemy defeated gives you 8 points. If a level has 7 enemies total and you destroy all but 2 of them, how many points would you earn? "
459,"[17, 52, 98]",['X=(4.0*(16.0-8.0))'],[32.0]," A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? "
460,"[17, 52, 98]",['X=(2.0*(14.0-7.0))'],[14.0]," A worksheet had 2 problems on it. If a teacher had 14 worksheets to grade and had already graded 7 of them, how many more problems does she have to grade? "
462,"[40, 75, 97]",['X=(5.0*(15.0-8.0))'],[35.0]," At a restaurant each adult meal costs $5 and kids eat free. If a group of 15 people came in and 8 were kids, how much would it cost for the group to eat? "
463,"[70, 34, 11]",['X=(7.0*(11.0-5.0))'],[42.0]," Zoe baked 5 brownies, but needed 11 total for her party. If she used 7 cups of flour on each one, how much cups of flour does she still need? "
466,"[13, 68, 95]",['X=(8.0*(4.0-2.0))'],[16.0]," Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? "
468,"[81, 22, 57]",['X=(9.0*(15.0-8.0))'],[63.0]," A chef needs to cook 15 potatoes. He has already cooked 8. If each potato takes 9 minutes to cook, how long will it take him to cook the rest? "
469,"[120, 19, 55]",['X=(5.0*(14.0-7.0))'],[35.0]," A trivia team had 14 members total, but during a game 7 members didn't show up. If each member that did show up scored 5 points, how many points were scored total? "
470,"[81, 22, 57]",['X=(6.0*(13.0-5.0))'],[48.0]," A chef needs to cook 13 potatoes. He has already cooked 5. If each potato takes 6 minutes to cook, how long will it take him to cook the rest? "
471,"[120, 19, 55]",['X=(9.0*(11.0-6.0))'],[45.0]," A trivia team had 11 members total, but during a game 6 members didn't show up. If each member that did show up scored 9 points, how many points were scored total? "
473,"[72, 37, 14]",['X=(5.0*(5.0-3.0))'],[10.0]," Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one, how much cups of flour does she still need? "
474,"[17, 52, 98]",['X=(3.0*(15.0-7.0))'],[24.0]," A worksheet had 3 problems on it. If a teacher had 15 worksheets to grade and had already graded 7 of them, how many more problems does she have to grade? "
477,"[90, 12, 49]",['X=(3.0*(14.0-8.0))'],[18.0]," Tom bought 14 boxes of chocolate candy and gave 8 to his little brother. If each box has 3 pieces inside it, how many pieces did Tom still have? "
478,"[40, 75, 97]",['X=(2.0*(15.0-9.0))'],[12.0]," At a restaurant each adult meal costs $2 and kids eat free. If a group of 15 people came in and 9 were kids, how much would it cost for the group to eat? "
481,"[90, 12, 49]",['X=(6.0*(12.0-7.0))'],[30.0]," Tom bought 12 boxes of chocolate candy and gave 7 to his little brother. If each box has 6 pieces inside it, how many pieces did Tom still have? "
483,"[40, 75, 97]",['X=(8.0*(11.0-2.0))'],[72.0]," At a restaurant each adult meal costs $8 and kids eat free. If a group of 11 people came in and 2 were kids, how much would it cost for the group to eat? "
485,"[15, 38, 74]",['X=(8.0*(17.0-8.0))'],[72.0]," Tiffany baked 8 brownies, but needed 17 total for her party. If she used 8 cups of flour on each one, how much cups of flour does she still need? "
486,"[48, 73, 114]",['X=(7.0*(11.0-8.0))'],[21.0]," In a video game, each enemy defeated gives you 7 points. If a level has 11 enemies total and you destroy all but 8 of them, how many points would you earn? "
488,"[96, 12, 56]",['X=(6.0*(13.0-8.0))'],[30.0]," There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? "
491,"[17, 52, 98]",['X=(7.0*(17.0-8.0))'],[63.0]," A worksheet had 7 problems on it. If a teacher had 17 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? "
492,"[119, 19, 54]",['X=(2.0*(9.0-3.0))'],[12.0]," A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points, how many points were scored total? "
495,"[40, 75, 96]",['X=(2.0*(9.0-2.0))'],[14.0]," At a restaurant each adult meal costs $2 and kids eat free. If a group of 9 people came in and 2 were kids, how much would it cost for the group to eat? "
496,"[72, 36, 13]",['X=(6.0*(16.0-7.0))'],[54.0]," Chloe baked 7 brownies, but needed 16 total for her party. If she used 6 cups of flour on each one, how much cups of flour does she still need? "
497,"[95, 12, 55]",['X=(3.0*(8.0-3.0))'],[15.0]," There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? "
498,"[135, 13, 48]",['X=(2.0*(9.0-6.0))'],[6.0]," Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy? "
499,"[14, 69, 97]",['X=(8.0*(14.0-5.0))'],[72.0]," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, how many points would she have earned? "
501,"[17, 50, 93]",['X=((18.0-3.0)/5.0)'],[3.0], A pet store had 18 puppies. In one day they sold 3 of them and put the rest into cages with 5 in each cage. How many cages did they use? 
502,"[10, 48, 107]",['X=((47.0-17.0)/5.0)'],[6.0]," Luke had 47 pieces of clothing to wash. He put 17 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? "
504,"[13, 79, 133]",['X=((18.0-8.0)/2.0)'],[5.0]," Katie baked 18 cupcakes for her school's bake sale. If her brother, Todd, ate 8 of them how many packages could she make if she put 2 cupcake in each package? "
508,"[19, 56, 130]",['X=((62.0-8.0)/9.0)'],[6.0]," The cafeteria had 62 apples. For lunch they handed out 8 to students and decided to use the rest to make pies. If each pie takes 9 apples, how many pies could they make? "
510,"[50, 83, 125]",['X=((41.0-11.0)/6.0)'],[5.0]," Paige's team won their dodgeball game and scored 41 points total. If Paige scored 11 of the points and everyone else scored 6 points each, how many players were on her team? "
514,"[17, 50, 94]",['X=((81.0-41.0)/8.0)'],[5.0], A pet store had 81 puppies. In one day they sold 41 of them and put the rest into cages with 8 in each cage. How many cages did they use? 
515,"[11, 68, 137]",['X=((65.0-17.0)/8.0)'],[6.0]," There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? "
518,"[30, 59, 106]",['X=((108.0-36.0)/9.0)'],[8.0], For Halloween Sarah received 108 pieces of candy. She ate 36 pieces then placed the rest into piles with 9 in each pile. How many piles could she make? 
520,"[11, 68, 136]",['X=((36.0-9.0)/3.0)'],[9.0]," There are 36 students trying out for the school's trivia teams. If 9 of them didn't get picked for the team and the rest were put into 3 groups, how many students would be in each group? "
521,"[19, 56, 131]",['X=((96.0-42.0)/6.0)'],[9.0]," The cafeteria had 96 apples. For lunch they handed out 42 to students and decided to use the rest to make pies. If each pie takes 6 apples, how many pies could they make? "
522,"[17, 50, 94]",['X=((64.0-28.0)/4.0)'],[9.0], A pet store had 64 puppies. In one day they sold 28 of them and put the rest into cages with 4 in each cage. How many cages did they use? 
527,"[11, 49, 108]",['X=((39.0-19.0)/5.0)'],[4.0]," Kaleb had 39 pieces of clothing to wash. He put 19 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? "
528,"[19, 48, 103]",['X=((18.0-12.0)/3.0)'],[2.0]," A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? "
530,"[17, 50, 94]",['X=((78.0-30.0)/8.0)'],[6.0], A pet store had 78 puppies. In one day they sold 30 of them and put the rest into cages with 8 in each cage. How many cages did they use? 
532,"[50, 83, 125]",['X=((39.0-23.0)/2.0)'],[8.0]," Emily's team won their dodgeball game and scored 39 points total. If Emily scored 23 of the points and everyone else scored 2 points each, how many players were on her team? "
533,"[19, 48, 102]",['X=((47.0-7.0)/5.0)'],[8.0]," A company invited 47 people to a luncheon, but 7 of them didn't show up. If the tables they had held 5 people each, how many tables do they need? "
534,"[14, 46, 93]",['X=((44.0-12.0)/8.0)'],[4.0]," A waiter had 44 customers in his section. If 12 of them left and the rest of his tables had 8 people at each table, how many tables did he have? "
536,"[11, 68, 137]",['X=((64.0-36.0)/4.0)'],[7.0]," There are 64 students trying out for the school's trivia teams. If 36 of them didn't get picked for the team and the rest were put into 4 groups, how many students would be in each group? "
542,"[14, 46, 93]",['X=((21.0-12.0)/3.0)'],[3.0]," A waiter had 21 customers in his section. If 12 of them left and the rest of his tables had 3 people at each table, how many tables did he have? "
543,"[11, 68, 137]",['X=((25.0-15.0)/2.0)'],[5.0]," There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? "
544,"[19, 56, 131]",['X=((47.0-27.0)/4.0)'],[5.0]," The cafeteria had 47 apples. For lunch they handed out 27 to students and decided to use the rest to make pies. If each pie takes 4 apples, how many pies could they make? "
545,"[13, 79, 134]",['X=((68.0-32.0)/6.0)'],[6.0]," Megan baked 68 cupcakes for her school's bake sale. If her brother, Todd, ate 32 of them how many packages could she make if she put 6 cupcake in each package? "
550,"[10, 48, 107]",['X=((59.0-32.0)/9.0)'],[3.0]," Will had 59 pieces of clothing to wash. He put 32 of them in one load, but decided to split the rest into 9 equal loads. How many pieces of clothing could go in each of the small loads? "
553,"[11, 68, 136]",['X=((17.0-5.0)/3.0)'],[4.0]," There are 17 students trying out for the school's trivia teams. If 5 of them didn't get picked for the team and the rest were put into 3 groups, how many students would be in each group? "
554,"[50, 83, 124]",['X=((12.0-4.0)/4.0)'],[2.0]," Katie's team won their dodgeball game and scored 12 points total. If Katie scored 4 of the points and everyone else scored 4 points each, how many players were on her team? "
555,"[13, 79, 134]",['X=((71.0-43.0)/7.0)'],[4.0]," Megan baked 71 cupcakes for her school's bake sale. If her brother, Todd, ate 43 of them how many packages could she make if she put 7 cupcake in each package? "
558,"[19, 56, 130]",['X=((50.0-5.0)/5.0)'],[9.0]," The cafeteria had 50 apples. For lunch they handed out 5 to students and decided to use the rest to make pies. If each pie takes 5 apples, how many pies could they make? "
561,"[31, 59, 106]",['X=((78.0-30.0)/8.0)'],[6.0], For Halloween Bianca received 78 pieces of candy. She ate 30 pieces then placed the rest into piles with 8 in each pile. How many piles could she make? 
562,"[19, 48, 103]",['X=((45.0-35.0)/2.0)'],[5.0]," A company invited 45 people to a luncheon, but 35 of them didn't show up. If the tables they had held 2 people each, how many tables do they need? "
564,"[17, 51, 95]",['X=((102.0-21.0)/9.0)'],[9.0], A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? 
565,"[11, 50, 109]",['X=((120.0-48.0)/9.0)'],[8.0]," Roger had 120 pieces of clothing to wash. He put 48 of them in one load, but decided to split the rest into 9 equal loads. How many pieces of clothing could go in each of the small loads? "
567,"[14, 80, 135]",['X=((39.0-21.0)/3.0)'],[6.0]," Isabel baked 39 cupcakes for her school's bake sale. If her brother, Todd, ate 21 of them how many packages could she make if she put 3 cupcake in each package? "
569,"[11, 68, 137]",['X=((58.0-10.0)/8.0)'],[6.0]," There are 58 students trying out for the school's trivia teams. If 10 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? "
571,"[14, 46, 93]",['X=((22.0-14.0)/4.0)'],[2.0]," A waiter had 22 customers in his section. If 14 of them left and the rest of his tables had 4 people at each table, how many tables did he have? "
573,"[13, 79, 134]",['X=((20.0-11.0)/3.0)'],[3.0]," Haley baked 20 cupcakes for her school's bake sale. If her brother, Todd, ate 11 of them how many packages could she make if she put 3 cupcake in each package? "
574,"[17, 50, 93]",['X=((13.0-7.0)/2.0)'],[3.0], A pet store had 13 puppies. In one day they sold 7 of them and put the rest into cages with 2 in each cage. How many cages did they use? 
